"DTI_CL_MES","Mes","CL_T017ESTACION_SHOA","Estación ambiental SHOA","Value","Flag Codes","Flags"
"2015-M06","2015 Junio","T017022","Constitución",12.41,,
"2015-M07","2015 Julio","T017022","Constitución",12.52,,
"2015-M05","2015 Mayo","T017024","Isla Quiriquina",11.55,,
"2015-M06","2015 Junio","T017024","Isla Quiriquina",12.16,,
"2018-M01","2018 Enero","T017001","Arica",17.7,,
"2018-M02","2018 Febrero","T017001","Arica",19.06,,
"2018-M03","2018 Marzo","T017001","Arica",19.67,,
"2018-M04","2018 Abril","T017001","Arica",16.84,,
"2018-M05","2018 Mayo","T017001","Arica",16.95,,
"2018-M06","2018 Junio","T017001","Arica",16.25,,
"2018-M07","2018 Julio","T017001","Arica",15.86,,
"2018-M08","2018 Agosto","T017001","Arica",15.64,,
"2018-M09","2018 Septiembre","T017001","Arica",16.35,,
"2018-M10","2018 Octubre","T017001","Arica",16.7,,
"2018-M11","2018 Noviembre","T017001","Arica",17.47,,
"2018-M12","2018 Diciembre","T017001","Arica",17.59,,
"2018-M01","2018 Enero","T017003","Iquique",16.27,,
"2018-M02","2018 Febrero","T017003","Iquique",16.44,,
"2018-M03","2018 Marzo","T017003","Iquique",16.33,,
"2018-M04","2018 Abril","T017003","Iquique",15.74,,
"2018-M05","2018 Mayo","T017003","Iquique",16.28,,
"2018-M06","2018 Junio","T017003","Iquique",15.87,,
"2018-M07","2018 Julio","T017003","Iquique",15.44,,
"2018-M08","2018 Agosto","T017003","Iquique",15.14,,
"2018-M09","2018 Septiembre","T017003","Iquique",15.65,,
"2018-M10","2018 Octubre","T017003","Iquique",15.9,,
"2018-M11","2018 Noviembre","T017003","Iquique",16.93,,
"2018-M12","2018 Diciembre","T017003","Iquique",16.83,,
"2018-M01","2018 Enero","T017007","Antofagasta",19.81,,
"2018-M02","2018 Febrero","T017007","Antofagasta",19.24,,
"2018-M03","2018 Marzo","T017007","Antofagasta",18.56,,
"2018-M04","2018 Abril","T017007","Antofagasta",17.07,,
"2018-M05","2018 Mayo","T017007","Antofagasta",15.84,,
"2018-M06","2018 Junio","T017007","Antofagasta",15,,
"2018-M07","2018 Julio","T017007","Antofagasta",14.99,,
"2018-M08","2018 Agosto","T017007","Antofagasta",14.97,,
"2018-M09","2018 Septiembre","T017007","Antofagasta",15.76,,
"2018-M10","2018 Octubre","T017007","Antofagasta",16.54,,
"2018-M11","2018 Noviembre","T017007","Antofagasta",17.26,,
"2018-M12","2018 Diciembre","T017007","Antofagasta",18.34,,
"2018-M01","2018 Enero","T017010","Isla San Félix",19.3,,
"2018-M02","2018 Febrero","T017010","Isla San Félix",19.86,,
"2018-M03","2018 Marzo","T017010","Isla San Félix",20.57,,
"2018-M04","2018 Abril","T017010","Isla San Félix",20.19,,
"2018-M05","2018 Mayo","T017010","Isla San Félix",20.14,,
"2018-M06","2018 Junio","T017010","Isla San Félix",18.79,,
"2018-M07","2018 Julio","T017010","Isla San Félix",17.74,,
"2018-M08","2018 Agosto","T017010","Isla San Félix",16.96,,
"2018-M09","2018 Septiembre","T017010","Isla San Félix",16.63,,
"2018-M10","2018 Octubre","T017010","Isla San Félix",17.17,,
"2018-M11","2018 Noviembre","T017010","Isla San Félix",18.9,,
"2018-M12","2018 Diciembre","T017010","Isla San Félix",19.72,,
"2018-M01","2018 Enero","T017011","Isla de Pascua",24.94,,
"2018-M02","2018 Febrero","T017011","Isla de Pascua",25.77,,
"2018-M03","2018 Marzo","T017011","Isla de Pascua",25.82,,
"2018-M04","2018 Abril","T017011","Isla de Pascua",24.58,,
"2018-M05","2018 Mayo","T017011","Isla de Pascua",23.22,,
"2018-M06","2018 Junio","T017011","Isla de Pascua",22.2,,
"2018-M07","2018 Julio","T017011","Isla de Pascua",21.3,,
"2018-M08","2018 Agosto","T017011","Isla de Pascua",21.04,,
"2018-M09","2018 Septiembre","T017011","Isla de Pascua",20.95,,
"2018-M10","2018 Octubre","T017011","Isla de Pascua",21.55,,
"2018-M11","2018 Noviembre","T017011","Isla de Pascua",22.64,,
"2018-M12","2018 Diciembre","T017011","Isla de Pascua",24.09,,
"2018-M01","2018 Enero","T017013","Caldera",17.33,,
"2018-M02","2018 Febrero","T017013","Caldera",16.76,,
"2018-M03","2018 Marzo","T017013","Caldera",16.03,,
"2018-M04","2018 Abril","T017013","Caldera",15.1,,
"2018-M05","2018 Mayo","T017013","Caldera",15.32,,
"2018-M06","2018 Junio","T017013","Caldera",13.71,,
"2018-M07","2018 Julio","T017013","Caldera",13.98,,
"2018-M08","2018 Agosto","T017013","Caldera",14.07,,
"2018-M09","2018 Septiembre","T017013","Caldera",14.84,,
"2018-M10","2018 Octubre","T017013","Caldera",14.86,,
"2018-M11","2018 Noviembre","T017013","Caldera",15.84,,
"2018-M12","2018 Diciembre","T017013","Caldera",16.36,,
"2018-M01","2018 Enero","T017015","Coquimbo",18.09,,
"2018-M02","2018 Febrero","T017015","Coquimbo",17.64,,
"2018-M03","2018 Marzo","T017015","Coquimbo",17.17,,
"2018-M04","2018 Abril","T017015","Coquimbo",15.21,,
"2018-M05","2018 Mayo","T017015","Coquimbo",14.27,,
"2018-M06","2018 Junio","T017015","Coquimbo",13,,
"2018-M07","2018 Julio","T017015","Coquimbo",13.32,,
"2018-M08","2018 Agosto","T017015","Coquimbo",13.16,,
"2018-M09","2018 Septiembre","T017015","Coquimbo",14.04,,
"2018-M10","2018 Octubre","T017015","Coquimbo",14.94,,
"2018-M11","2018 Noviembre","T017015","Coquimbo",16.6,,
"2018-M12","2018 Diciembre","T017015","Coquimbo",16.9,,
"2018-M01","2018 Enero","T017017","Isla Robinson Crusoe",18.35,,
"2018-M02","2018 Febrero","T017017","Isla Robinson Crusoe",19.27,,
"2018-M03","2018 Marzo","T017017","Isla Robinson Crusoe",19.2,,
"2018-M04","2018 Abril","T017017","Isla Robinson Crusoe",18.65,,
"2018-M05","2018 Mayo","T017017","Isla Robinson Crusoe",17.81,,
"2018-M06","2018 Junio","T017017","Isla Robinson Crusoe",16.14,,
"2018-M07","2018 Julio","T017017","Isla Robinson Crusoe",15.04,,
"2018-M08","2018 Agosto","T017017","Isla Robinson Crusoe",14.46,,
"2018-M09","2018 Septiembre","T017017","Isla Robinson Crusoe",14.34,,
"2018-M10","2018 Octubre","T017017","Isla Robinson Crusoe",14.55,,
"2018-M11","2018 Noviembre","T017017","Isla Robinson Crusoe",15.9,,
"2018-M12","2018 Diciembre","T017017","Isla Robinson Crusoe",17.11,,
"2018-M01","2018 Enero","T017019","Valparaíso",15.29,,
"2018-M02","2018 Febrero","T017019","Valparaíso",15.58,,
"2018-M03","2018 Marzo","T017019","Valparaíso",13.88,,
"2018-M04","2018 Abril","T017019","Valparaíso",13.62,,
"2018-M05","2018 Mayo","T017019","Valparaíso",13.24,,
"2018-M06","2018 Junio","T017019","Valparaíso",12.12,,
"2018-M07","2018 Julio","T017019","Valparaíso",12.24,,
"2018-M08","2018 Agosto","T017019","Valparaíso",12.11,,
"2018-M09","2018 Septiembre","T017019","Valparaíso",12.56,,
"2018-M10","2018 Octubre","T017019","Valparaíso",12.79,,
"2018-M11","2018 Noviembre","T017019","Valparaíso",14.31,,
"2018-M12","2018 Diciembre","T017019","Valparaíso",14.51,,
"2018-M01","2018 Enero","T017021","San Antonio",15.52,,
"2018-M02","2018 Febrero","T017021","San Antonio",15.54,,
"2018-M03","2018 Marzo","T017021","San Antonio",13.89,,
"2018-M04","2018 Abril","T017021","San Antonio",13.37,,
"2018-M05","2018 Mayo","T017021","San Antonio",12.71,,
"2018-M06","2018 Junio","T017021","San Antonio",11.66,,
"2018-M07","2018 Julio","T017021","San Antonio",11.94,,
"2018-M08","2018 Agosto","T017021","San Antonio",11.77,,
"2018-M09","2018 Septiembre","T017021","San Antonio",12.22,,
"2018-M10","2018 Octubre","T017021","San Antonio",12.7,,
"2018-M11","2018 Noviembre","T017021","San Antonio",14.38,,
"2018-M12","2018 Diciembre","T017021","San Antonio",15.26,,
"2018-M01","2018 Enero","T017023","Talcahuano",13.67,,
"2018-M02","2018 Febrero","T017023","Talcahuano",14.5,,
"2018-M03","2018 Marzo","T017023","Talcahuano",14.06,,
"2018-M04","2018 Abril","T017023","Talcahuano",12.99,,
"2018-M05","2018 Mayo","T017023","Talcahuano",12.85,,
"2018-M06","2018 Junio","T017023","Talcahuano",11.19,,
"2018-M07","2018 Julio","T017023","Talcahuano",11.46,,
"2018-M08","2018 Agosto","T017023","Talcahuano",11.32,,
"2018-M09","2018 Septiembre","T017023","Talcahuano",11.94,,
"2018-M10","2018 Octubre","T017023","Talcahuano",12.6,,
"2018-M11","2018 Noviembre","T017023","Talcahuano",14.17,,
"2018-M12","2018 Diciembre","T017023","Talcahuano",14.53,,
"2018-M01","2018 Enero","T017028","Corral",13.55,,
"2018-M02","2018 Febrero","T017028","Corral",13.11,,
"2018-M03","2018 Marzo","T017028","Corral",13.49,,
"2018-M04","2018 Abril","T017028","Corral",12.98,,
"2018-M05","2018 Mayo","T017028","Corral",12.67,,
"2018-M06","2018 Junio","T017028","Corral",10.73,,
"2018-M07","2018 Julio","T017028","Corral",10.49,,
"2018-M08","2018 Agosto","T017028","Corral",10.51,,
"2018-M09","2018 Septiembre","T017028","Corral",11.27,,
"2018-M10","2018 Octubre","T017028","Corral",12.36,,
"2018-M11","2018 Noviembre","T017028","Corral",13.82,,
"2018-M12","2018 Diciembre","T017028","Corral",13.71,,
"2018-M01","2018 Enero","T017030","Puerto Montt",15.58,,
"2018-M02","2018 Febrero","T017030","Puerto Montt",15.95,,
"2018-M03","2018 Marzo","T017030","Puerto Montt",14.44,,
"2018-M04","2018 Abril","T017030","Puerto Montt",12.69,,
"2018-M05","2018 Mayo","T017030","Puerto Montt",11.91,,
"2018-M06","2018 Junio","T017030","Puerto Montt",11.31,,
"2018-M07","2018 Julio","T017030","Puerto Montt",10.79,,
"2018-M08","2018 Agosto","T017030","Puerto Montt",10.85,,
"2018-M09","2018 Septiembre","T017030","Puerto Montt",11.02,,
"2018-M10","2018 Octubre","T017030","Puerto Montt",11.24,,
"2018-M11","2018 Noviembre","T017030","Puerto Montt",12.14,,
"2018-M12","2018 Diciembre","T017030","Puerto Montt",13.66,,
"2018-M01","2018 Enero","T017031","Ancud",14.69,,
"2018-M02","2018 Febrero","T017031","Ancud",14.49,,
"2018-M03","2018 Marzo","T017031","Ancud",13.71,,
"2018-M04","2018 Abril","T017031","Ancud",12.74,,
"2018-M05","2018 Mayo","T017031","Ancud",11.69,,
"2018-M06","2018 Junio","T017031","Ancud",10.23,,
"2018-M07","2018 Julio","T017031","Ancud",10,,
"2018-M08","2018 Agosto","T017031","Ancud",10.26,,
"2018-M09","2018 Septiembre","T017031","Ancud",10.9,,
"2018-M10","2018 Octubre","T017031","Ancud",11.59,,
"2018-M11","2018 Noviembre","T017031","Ancud",13.2,,
"2018-M12","2018 Diciembre","T017031","Ancud",14.14,,
"2018-M01","2018 Enero","T017034","Puerto Chacabuco",14.59,,
"2018-M02","2018 Febrero","T017034","Puerto Chacabuco",15.69,,
"2018-M03","2018 Marzo","T017034","Puerto Chacabuco",12.66,,
"2018-M04","2018 Abril","T017034","Puerto Chacabuco",10.29,,
"2018-M05","2018 Mayo","T017034","Puerto Chacabuco",9.99,,
"2018-M06","2018 Junio","T017034","Puerto Chacabuco",8.17,,
"2018-M07","2018 Julio","T017034","Puerto Chacabuco",8.83,,
"2018-M08","2018 Agosto","T017034","Puerto Chacabuco",7.87,,
"2018-M09","2018 Septiembre","T017034","Puerto Chacabuco",8.25,,
"2018-M10","2018 Octubre","T017034","Puerto Chacabuco",9.79,,
"2018-M11","2018 Noviembre","T017034","Puerto Chacabuco",11.53,,
"2018-M12","2018 Diciembre","T017034","Puerto Chacabuco",15.03,,
"2018-M01","2018 Enero","T017036","Punta Arenas",10.66,,
"2018-M02","2018 Febrero","T017036","Punta Arenas",10.21,,
"2018-M03","2018 Marzo","T017036","Punta Arenas",8.91,,
"2018-M04","2018 Abril","T017036","Punta Arenas",7.94,,
"2018-M05","2018 Mayo","T017036","Punta Arenas",7.27,,
"2018-M06","2018 Junio","T017036","Punta Arenas",6.28,,
"2018-M07","2018 Julio","T017036","Punta Arenas",5.68,,
"2018-M08","2018 Agosto","T017036","Punta Arenas",5.56,,
"2018-M09","2018 Septiembre","T017036","Punta Arenas",5.87,,
"2018-M10","2018 Octubre","T017036","Punta Arenas",6.52,,
"2018-M11","2018 Noviembre","T017036","Punta Arenas",7.16,,
"2018-M12","2018 Diciembre","T017036","Punta Arenas",8.05,,
"2018-M01","2018 Enero","T017039","Puerto Williams",9.35,,
"2018-M02","2018 Febrero","T017039","Puerto Williams",9.68,,
"2018-M03","2018 Marzo","T017039","Puerto Williams",8.98,,
"2018-M04","2018 Abril","T017039","Puerto Williams",7.54,,
"2018-M05","2018 Mayo","T017039","Puerto Williams",6.54,,
"2018-M06","2018 Junio","T017039","Puerto Williams",5.65,,
"2018-M07","2018 Julio","T017039","Puerto Williams",5.21,,
"2018-M08","2018 Agosto","T017039","Puerto Williams",5.06,,
"2018-M09","2018 Septiembre","T017039","Puerto Williams",5.27,,
"2018-M10","2018 Octubre","T017039","Puerto Williams",5.8,,
"2018-M11","2018 Noviembre","T017039","Puerto Williams",7.27,,
"2018-M12","2018 Diciembre","T017039","Puerto Williams",8.63,,
"2019-M01","2019 Enero","T017001","Arica",19.29,,
"2019-M02","2019 Febrero","T017001","Arica",18.68,,
"2019-M03","2019 Marzo","T017001","Arica",18.84,,
"2019-M04","2019 Abril","T017001","Arica",17.99,,
"2019-M05","2019 Mayo","T017001","Arica",17.02,,
"2019-M06","2019 Junio","T017001","Arica",16.47,,
"2019-M07","2019 Julio","T017001","Arica",15.76,,
"2019-M08","2019 Agosto","T017001","Arica",15.72,,
"2019-M09","2019 Septiembre","T017001","Arica",15.33,,
"2019-M10","2019 Octubre","T017001","Arica",15.8,,
"2019-M11","2019 Noviembre","T017001","Arica",17.2,,
"2019-M12","2019 Diciembre","T017001","Arica",17.54,,
"2019-M01","2019 Enero","T017003","Iquique",17.57,,
"2019-M02","2019 Febrero","T017003","Iquique",17.45,,
"2019-M03","2019 Marzo","T017003","Iquique",17.03,,
"2019-M04","2019 Abril","T017003","Iquique",17.1,,
"2019-M05","2019 Mayo","T017003","Iquique",16.14,,
"2019-M06","2019 Junio","T017003","Iquique",16.02,,
"2019-M07","2019 Julio","T017003","Iquique",15.35,,
"2019-M08","2019 Agosto","T017003","Iquique",15.4,,
"2019-M09","2019 Septiembre","T017003","Iquique",14.97,,
"2019-M10","2019 Octubre","T017003","Iquique",15.12,,
"2019-M11","2019 Noviembre","T017003","Iquique",16.28,,
"2019-M12","2019 Diciembre","T017003","Iquique",16.61,,
"2019-M01","2019 Enero","T017007","Antofagasta",19.35,,
"2019-M02","2019 Febrero","T017007","Antofagasta",20.03,,
"2019-M03","2019 Marzo","T017007","Antofagasta",18.24,,
"2019-M04","2019 Abril","T017007","Antofagasta",17.77,,
"2019-M05","2019 Mayo","T017007","Antofagasta",15.92,,
"2019-M06","2019 Junio","T017007","Antofagasta",15.43,,
"2019-M07","2019 Julio","T017007","Antofagasta",14.8,,
"2019-M08","2019 Agosto","T017007","Antofagasta",15.23,,
"2019-M09","2019 Septiembre","T017007","Antofagasta",15.33,,
"2019-M10","2019 Octubre","T017007","Antofagasta",16.37,,
"2019-M11","2019 Noviembre","T017007","Antofagasta",17.3,,
"2019-M12","2019 Diciembre","T017007","Antofagasta",18.84,,
"2019-M01","2019 Enero","T017010","Isla San Félix",19.89,,
"2019-M02","2019 Febrero","T017010","Isla San Félix",20.36,,
"2019-M03","2019 Marzo","T017010","Isla San Félix",20.18,,
"2019-M04","2019 Abril","T017010","Isla San Félix",19.9,,
"2019-M05","2019 Mayo","T017010","Isla San Félix",18.98,,
"2019-M06","2019 Junio","T017010","Isla San Félix",17.18,,
"2019-M07","2019 Julio","T017010","Isla San Félix",16.37,,
"2019-M08","2019 Agosto","T017010","Isla San Félix",15.88,,
"2019-M09","2019 Septiembre","T017010","Isla San Félix",15.67,,
"2019-M10","2019 Octubre","T017010","Isla San Félix",15.29,,
"2019-M11","2019 Noviembre","T017010","Isla San Félix",15.31,,
"2019-M12","2019 Diciembre","T017010","Isla San Félix",15.79,,
"2019-M01","2019 Enero","T017011","Isla de Pascua",24.35,,
"2019-M02","2019 Febrero","T017011","Isla de Pascua",25.66,,
"2019-M03","2019 Marzo","T017011","Isla de Pascua",25.9,,
"2019-M04","2019 Abril","T017011","Isla de Pascua",25.03,,
"2019-M05","2019 Mayo","T017011","Isla de Pascua",23.56,,
"2019-M06","2019 Junio","T017011","Isla de Pascua",21.19,,
"2019-M07","2019 Julio","T017011","Isla de Pascua",20.58,,
"2019-M08","2019 Agosto","T017011","Isla de Pascua",20.2,,
"2019-M09","2019 Septiembre","T017011","Isla de Pascua",20.19,,
"2019-M10","2019 Octubre","T017011","Isla de Pascua",20.82,,
"2019-M11","2019 Noviembre","T017011","Isla de Pascua",21.84,,
"2019-M12","2019 Diciembre","T017011","Isla de Pascua",23.09,,
"2019-M01","2019 Enero","T017013","Caldera",17.06,,
"2019-M02","2019 Febrero","T017013","Caldera",18.22,,
"2019-M03","2019 Marzo","T017013","Caldera",16.72,,
"2019-M04","2019 Abril","T017013","Caldera",15.79,,
"2019-M05","2019 Mayo","T017013","Caldera",14.7,,
"2019-M06","2019 Junio","T017013","Caldera",14.22,,
"2019-M07","2019 Julio","T017013","Caldera",14.02,,
"2019-M08","2019 Agosto","T017013","Caldera",14.08,,
"2019-M09","2019 Septiembre","T017013","Caldera",14.32,,
"2019-M10","2019 Octubre","T017013","Caldera",15.19,,
"2019-M11","2019 Noviembre","T017013","Caldera",16.28,,
"2019-M12","2019 Diciembre","T017013","Caldera",17.09,,
"2019-M01","2019 Enero","T017015","Coquimbo",17.94,,
"2019-M02","2019 Febrero","T017015","Coquimbo",18.58,,
"2019-M03","2019 Marzo","T017015","Coquimbo",17.34,,
"2019-M04","2019 Abril","T017015","Coquimbo",15.87,,
"2019-M05","2019 Mayo","T017015","Coquimbo",14.03,,
"2019-M06","2019 Junio","T017015","Coquimbo",13.35,,
"2019-M07","2019 Julio","T017015","Coquimbo",12.97,,
"2019-M08","2019 Agosto","T017015","Coquimbo",13.52,,
"2019-M09","2019 Septiembre","T017015","Coquimbo",13.7,,
"2019-M10","2019 Octubre","T017015","Coquimbo",14.49,,
"2019-M11","2019 Noviembre","T017015","Coquimbo",15.84,,
"2019-M12","2019 Diciembre","T017015","Coquimbo",17.02,,
"2019-M01","2019 Enero","T017017","Isla Robinson Crusoe",18.15,,
"2019-M02","2019 Febrero","T017017","Isla Robinson Crusoe",18.8,,
"2019-M03","2019 Marzo","T017017","Isla Robinson Crusoe",18.37,,
"2019-M04","2019 Abril","T017017","Isla Robinson Crusoe",18.07,,
"2019-M05","2019 Mayo","T017017","Isla Robinson Crusoe",17.13,,
"2019-M06","2019 Junio","T017017","Isla Robinson Crusoe",15.69,,
"2019-M07","2019 Julio","T017017","Isla Robinson Crusoe",14.75,,
"2019-M08","2019 Agosto","T017017","Isla Robinson Crusoe",14.12,,
"2019-M09","2019 Septiembre","T017017","Isla Robinson Crusoe",13.79,,
"2019-M10","2019 Octubre","T017017","Isla Robinson Crusoe",14.31,,
"2019-M11","2019 Noviembre","T017017","Isla Robinson Crusoe",15.73,,
"2019-M12","2019 Diciembre","T017017","Isla Robinson Crusoe",17.37,,
"2019-M01","2019 Enero","T017019","Valparaíso",15.63,,
"2019-M02","2019 Febrero","T017019","Valparaíso",17.38,,
"2019-M03","2019 Marzo","T017019","Valparaíso",14.49,,
"2019-M04","2019 Abril","T017019","Valparaíso",13.81,,
"2019-M05","2019 Mayo","T017019","Valparaíso",13.05,,
"2019-M06","2019 Junio","T017019","Valparaíso",13.19,,
"2019-M07","2019 Julio","T017019","Valparaíso",12.08,,
"2019-M08","2019 Agosto","T017019","Valparaíso",11.88,,
"2019-M09","2019 Septiembre","T017019","Valparaíso",12.26,,
"2019-M10","2019 Octubre","T017019","Valparaíso",12.68,,
"2019-M11","2019 Noviembre","T017019","Valparaíso",13.87,,
"2019-M12","2019 Diciembre","T017019","Valparaíso",14.3,,
"2019-M01","2019 Enero","T017021","San Antonio",15.46,,
"2019-M02","2019 Febrero","T017021","San Antonio",17.16,,
"2019-M03","2019 Marzo","T017021","San Antonio",14.01,,
"2019-M04","2019 Abril","T017021","San Antonio",13.56,,
"2019-M05","2019 Mayo","T017021","San Antonio",12.36,,
"2019-M06","2019 Junio","T017021","San Antonio",12.61,,
"2019-M07","2019 Julio","T017021","San Antonio",11.74,,
"2019-M08","2019 Agosto","T017021","San Antonio",11.43,,
"2019-M09","2019 Septiembre","T017021","San Antonio",12.02,,
"2019-M10","2019 Octubre","T017021","San Antonio",12.86,,
"2019-M11","2019 Noviembre","T017021","San Antonio",13.72,,
"2019-M12","2019 Diciembre","T017021","San Antonio",13.89,,
"2019-M01","2019 Enero","T017023","Talcahuano",13.85,,
"2019-M02","2019 Febrero","T017023","Talcahuano",14.58,,
"2019-M03","2019 Marzo","T017023","Talcahuano",13.67,,
"2019-M04","2019 Abril","T017023","Talcahuano",13.55,,
"2019-M05","2019 Mayo","T017023","Talcahuano",12.97,,
"2019-M06","2019 Junio","T017023","Talcahuano",12.17,,
"2019-M07","2019 Julio","T017023","Talcahuano",11.93,,
"2019-M08","2019 Agosto","T017023","Talcahuano",11.71,,
"2019-M09","2019 Septiembre","T017023","Talcahuano",11.86,,
"2019-M10","2019 Octubre","T017023","Talcahuano",13.01,,
"2019-M11","2019 Noviembre","T017023","Talcahuano",13.03,,
"2019-M12","2019 Diciembre","T017023","Talcahuano",12.75,,
"2019-M01","2019 Enero","T017028","Corral",13.2,,
"2019-M02","2019 Febrero","T017028","Corral",12.81,,
"2019-M03","2019 Marzo","T017028","Corral",12.26,,
"2019-M04","2019 Abril","T017028","Corral",11.97,,
"2019-M05","2019 Mayo","T017028","Corral",12.3,,
"2019-M06","2019 Junio","T017028","Corral",11.29,,
"2019-M07","2019 Julio","T017028","Corral",10.25,,
"2019-M08","2019 Agosto","T017028","Corral",10.34,,
"2019-M09","2019 Septiembre","T017028","Corral",10.86,,
"2019-M10","2019 Octubre","T017028","Corral",12.35,,
"2019-M11","2019 Noviembre","T017028","Corral",14.13,,
"2019-M12","2019 Diciembre","T017028","Corral",14.04,,
"2019-M01","2019 Enero","T017030","Puerto Montt",14.19,,
"2019-M02","2019 Febrero","T017030","Puerto Montt",15.76,,
"2019-M03","2019 Marzo","T017030","Puerto Montt",14.4,,
"2019-M04","2019 Abril","T017030","Puerto Montt",12.73,,
"2019-M05","2019 Mayo","T017030","Puerto Montt",11.51,,
"2019-M06","2019 Junio","T017030","Puerto Montt",11.02,,
"2019-M07","2019 Julio","T017030","Puerto Montt",10.88,,
"2019-M08","2019 Agosto","T017030","Puerto Montt",10.72,,
"2019-M09","2019 Septiembre","T017030","Puerto Montt",10.76,,
"2019-M10","2019 Octubre","T017030","Puerto Montt",11.45,,
"2019-M11","2019 Noviembre","T017030","Puerto Montt",12.14,,
"2019-M12","2019 Diciembre","T017030","Puerto Montt",13.74,,
"2019-M01","2019 Enero","T017031","Ancud",14.21,,
"2019-M02","2019 Febrero","T017031","Ancud",14.56,,
"2019-M03","2019 Marzo","T017031","Ancud",13.45,,
"2019-M04","2019 Abril","T017031","Ancud",12.11,,
"2019-M05","2019 Mayo","T017031","Ancud",11.52,,
"2019-M06","2019 Junio","T017031","Ancud",14.24,,
"2019-M01","2019 Enero","T017034","Puerto Chacabuco",13.87,,
"2019-M02","2019 Febrero","T017034","Puerto Chacabuco",15.04,,
"2019-M03","2019 Marzo","T017034","Puerto Chacabuco",13.03,,
"2019-M04","2019 Abril","T017034","Puerto Chacabuco",11.37,,
"2019-M05","2019 Mayo","T017034","Puerto Chacabuco",9.95,,
"2019-M06","2019 Junio","T017034","Puerto Chacabuco",8.44,,
"2019-M07","2019 Julio","T017034","Puerto Chacabuco",8.35,,
"2019-M08","2019 Agosto","T017034","Puerto Chacabuco",8.22,,
"2019-M09","2019 Septiembre","T017034","Puerto Chacabuco",8.93,,
"2019-M10","2019 Octubre","T017034","Puerto Chacabuco",10.36,,
"2019-M11","2019 Noviembre","T017034","Puerto Chacabuco",11.7,,
"2019-M12","2019 Diciembre","T017034","Puerto Chacabuco",13.1,,
"2019-M01","2019 Enero","T017036","Punta Arenas",8.65,,
"2019-M02","2019 Febrero","T017036","Punta Arenas",9.09,,
"2019-M03","2019 Marzo","T017036","Punta Arenas",8.99,,
"2019-M04","2019 Abril","T017036","Punta Arenas",8.27,,
"2019-M05","2019 Mayo","T017036","Punta Arenas",7.35,,
"2019-M06","2019 Junio","T017036","Punta Arenas",6.44,,
"2019-M07","2019 Julio","T017036","Punta Arenas",5.8,,
"2019-M08","2019 Agosto","T017036","Punta Arenas",5.79,,
"2019-M09","2019 Septiembre","T017036","Punta Arenas",5.92,,
"2019-M10","2019 Octubre","T017036","Punta Arenas",6.26,,
"2019-M11","2019 Noviembre","T017036","Punta Arenas",7.18,,
"2019-M12","2019 Diciembre","T017036","Punta Arenas",8.35,,
"2019-M01","2019 Enero","T017039","Puerto Williams",9.03,,
"2019-M02","2019 Febrero","T017039","Puerto Williams",9.64,,
"2019-M03","2019 Marzo","T017039","Puerto Williams",8.6,,
"2019-M04","2019 Abril","T017039","Puerto Williams",7.65,,
"2019-M05","2019 Mayo","T017039","Puerto Williams",6.53,,
"2019-M06","2019 Junio","T017039","Puerto Williams",5.83,,
"2019-M07","2019 Julio","T017039","Puerto Williams",5.43,,
"2019-M08","2019 Agosto","T017039","Puerto Williams",4.96,,
"2019-M09","2019 Septiembre","T017039","Puerto Williams",5.1,,
"2019-M10","2019 Octubre","T017039","Puerto Williams",5.65,,
"2019-M11","2019 Noviembre","T017039","Puerto Williams",7.6,,
"2020-M01","2020 Enero","T017001","Arica",19.27,,
"2020-M02","2020 Febrero","T017001","Arica",19.86,,
"2020-M03","2020 Marzo","T017001","Arica",18.91,,
"2020-M04","2020 Abril","T017001","Arica",18.04,,
"2020-M05","2020 Mayo","T017001","Arica",17.44,,
"2020-M06","2020 Junio","T017001","Arica",16.84,,
"2020-M07","2020 Julio","T017001","Arica",16.14,,
"2020-M08","2020 Agosto","T017001","Arica",15.42,,
"2020-M09","2020 Septiembre","T017001","Arica",15.26,,
"2020-M10","2020 Octubre","T017001","Arica",16.1,,
"2020-M11","2020 Noviembre","T017001","Arica",16.73,,
"2020-M12","2020 Diciembre","T017001","Arica",17.28,,
"2020-M01","2020 Enero","T017003","Iquique",17.23,,
"2020-M02","2020 Febrero","T017003","Iquique",17.23,,
"2020-M03","2020 Marzo","T017003","Iquique",17.4,,
"2020-M04","2020 Abril","T017003","Iquique",16.99,,
"2020-M05","2020 Mayo","T017003","Iquique",16.64,,
"2020-M06","2020 Junio","T017003","Iquique",15.85,,
"2020-M07","2020 Julio","T017003","Iquique",15.37,,
"2020-M08","2020 Agosto","T017003","Iquique",15.09,,
"2020-M09","2020 Septiembre","T017003","Iquique",14.79,,
"2020-M10","2020 Octubre","T017003","Iquique",14.93,,
"2020-M11","2020 Noviembre","T017003","Iquique",15.7,,
"2020-M12","2020 Diciembre","T017003","Iquique",16.09,,
"2020-M01","2020 Enero","T017007","Antofagasta",19.55,,
"2020-M02","2020 Febrero","T017007","Antofagasta",20.31,,
"2020-M03","2020 Marzo","T017007","Antofagasta",18.67,,
"2020-M04","2020 Abril","T017007","Antofagasta",18.05,,
"2020-M05","2020 Mayo","T017007","Antofagasta",16.9,,
"2020-M06","2020 Junio","T017007","Antofagasta",15.83,,
"2020-M07","2020 Julio","T017007","Antofagasta",15.05,,
